"Transaction","Item","period_day","weekday_weekend","Price","TotalNumber","Gender","Payment","Nationality","Time","Date","Age"
5189,"Extra Salami or Feta","morning","weekday",28,2,"Male","Credit card","Vietnamese","11:28","01/23/2017",18
5189,"Cake","morning","weekday",20.24,2,"Male","Credit card","Vietnamese","11:28","01/23/2017",18
5190,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:32","01/23/2017",29
5190,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:32","01/23/2017",29
5190,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","11:32","01/23/2017",29
5191,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:52","01/23/2017",16
5191,"Toast","morning","weekday",31.53,2,"Male","Credit card","Vietnamese","11:52","01/23/2017",16
5192,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","12:18","01/23/2017",21
5192,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:18","01/23/2017",21
5193,"Coffee","afternoon","weekday",19.73,3,"female","Online Wallet","Korean","12:19","01/23/2017",23
5194,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","12:30","01/23/2017",22
5194,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","12:30","01/23/2017",22
5194,"Hot chocolate","afternoon","weekday",20.12,2,"Male","Credit card","Vietnamese","12:30","01/23/2017",22
5195,"Farm House","afternoon","weekday",40.82,1,"Male","Credit card","Vietnamese","12:32","01/23/2017",20
5195,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","12:32","01/23/2017",20
5196,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:33","01/23/2017",25
5196,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","12:33","01/23/2017",25
5197,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","12:37","01/23/2017",29
5197,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:37","01/23/2017",29
5198,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:42","01/23/2017",25
5198,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:42","01/23/2017",25
5199,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","12:45","01/23/2017",17
5199,"Frittata","afternoon","weekday",33.08,2,"Male","Credit card","Vietnamese","12:45","01/23/2017",17
5200,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:47","01/23/2017",20
5200,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:47","01/23/2017",20
5200,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","12:47","01/23/2017",20
5201,"Cookies","afternoon","weekday",5.51,4,"Male","Credit card","Vietnamese","12:55","01/23/2017",23
5201,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","12:55","01/23/2017",23
5202,"Tea","afternoon","weekday",26.05,2,"Male","Online Wallet","Germany","12:55","01/23/2017",16
5202,"Cake","afternoon","weekday",20.24,2,"Male","Online Wallet","Germany","12:55","01/23/2017",16
5202,"Cake","afternoon","weekday",20.24,2,"Male","Online Wallet","Germany","12:55","01/23/2017",16
5203,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","12:57","01/23/2017",18
5204,"Cookies","afternoon","weekday",5.51,4,"female","Cash","Korean","13:01","01/23/2017",23
5205,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","13:06","01/23/2017",24
5205,"Cookies","afternoon","weekday",5.51,4,"Male","Credit card","Vietnamese","13:06","01/23/2017",24
5205,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","13:06","01/23/2017",24
5205,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","13:06","01/23/2017",24
5205,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:06","01/23/2017",24
5205,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","13:06","01/23/2017",24
5206,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","13:08","01/23/2017",16
5206,"Cookies","afternoon","weekday",5.51,4,"Male","Credit card","Vietnamese","13:08","01/23/2017",16
5207,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:28","01/23/2017",18
5208,"Sandwich","afternoon","weekday",10.13,3,"Male","Cash","American","13:42","01/23/2017",26
5208,"Sandwich","afternoon","weekday",10.13,3,"Male","Cash","American","13:42","01/23/2017",26
5208,"Coke","afternoon","weekday",45.97,1,"Male","Cash","American","13:42","01/23/2017",26
5208,"Cake","afternoon","weekday",20.24,2,"Male","Cash","American","13:42","01/23/2017",26
5208,"Crisps","afternoon","weekday",45.81,1,"Male","Cash","American","13:42","01/23/2017",26
5209,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:44","01/23/2017",18
5209,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","13:44","01/23/2017",18
5210,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Credit card","Vietnamese","13:50","01/23/2017",20
5210,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","13:50","01/23/2017",20
5210,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:50","01/23/2017",20
5210,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","13:50","01/23/2017",20
5211,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:51","01/23/2017",16
5212,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:55","01/23/2017",24
5213,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:08","01/23/2017",26
5214,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","Germany","14:12","01/23/2017",23
5215,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","American","14:22","01/23/2017",21
5215,"Bread","afternoon","weekday",1.61,4,"Male","Cash","American","14:22","01/23/2017",21
5216,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:57","01/23/2017",17
5216,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:57","01/23/2017",17
5216,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","14:57","01/23/2017",17
5217,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","American","15:04","01/23/2017",29
5217,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","American","15:04","01/23/2017",29
5217,"Medialuna","afternoon","weekday",43.23,1,"Male","Cash","American","15:04","01/23/2017",29
5218,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","15:14","01/23/2017",27
5219,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","15:25","01/23/2017",25
5219,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:25","01/23/2017",25
5219,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:25","01/23/2017",25
5219,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:25","01/23/2017",25
5219,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","15:25","01/23/2017",25
5220,"Alfajores","afternoon","weekday",13.64,3,"Male","Credit card","Vietnamese","15:33","01/23/2017",18
5220,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:33","01/23/2017",18
5221,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:46","01/23/2017",30
5221,"Chicken Stew","afternoon","weekday",8,4,"Male","Credit card","Vietnamese","15:46","01/23/2017",30
5221,"Juice","afternoon","weekday",28.3,2,"Male","Credit card","Vietnamese","15:46","01/23/2017",30
5222,"Coffee","afternoon","weekday",19.73,3,"female","Cash","American","16:14","01/23/2017",17
5222,"Hot chocolate","afternoon","weekday",20.12,2,"female","Cash","American","16:14","01/23/2017",17
5222,"Cake","afternoon","weekday",20.24,2,"female","Cash","American","16:14","01/23/2017",17
5223,"Cookies","afternoon","weekday",5.51,4,"female","Cash","Germany","16:18","01/23/2017",24
5223,"Hot chocolate","afternoon","weekday",20.12,2,"female","Cash","Germany","16:18","01/23/2017",24
5223,"Tea","afternoon","weekday",26.05,2,"female","Cash","Germany","16:18","01/23/2017",24
5223,"Toast","afternoon","weekday",31.53,2,"female","Cash","Germany","16:18","01/23/2017",24
5224,"Coffee","afternoon","weekday",19.73,3,"female","Cash","Korean","16:39","01/23/2017",27
5225,"Hot chocolate","afternoon","weekday",20.12,2,"Male","Online Wallet","Korean","16:40","01/23/2017",22
5225,"Coffee","afternoon","weekday",19.73,3,"Male","Online Wallet","Korean","16:40","01/23/2017",22
5225,"Coffee","afternoon","weekday",19.73,3,"Male","Online Wallet","Korean","16:40","01/23/2017",22
5225,"Cake","afternoon","weekday",20.24,2,"Male","Online Wallet","Korean","16:40","01/23/2017",22
5225,"Cookies","afternoon","weekday",5.51,4,"Male","Online Wallet","Korean","16:40","01/23/2017",22
5226,"Hot chocolate","afternoon","weekday",20.12,2,"Male","Online Wallet","Korean","16:51","01/23/2017",18
5226,"Cake","afternoon","weekday",20.24,2,"Male","Online Wallet","Korean","16:51","01/23/2017",18
5227,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:39","01/24/2017",29
5228,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:42","01/24/2017",28
5229,"Bread","morning","weekday",1.61,4,"Male","Online Wallet","American","08:43","01/24/2017",22
5230,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","Korean","09:07","01/24/2017",30
5230,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","Korean","09:07","01/24/2017",30
5230,"Pastry","morning","weekday",14.94,3,"female","Online Wallet","Korean","09:07","01/24/2017",30
5231,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:11","01/24/2017",19
5232,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:14","01/24/2017",30
5232,"Scandinavian","morning","weekday",39.34,2,"Male","Credit card","Vietnamese","09:14","01/24/2017",30
5232,"Focaccia","morning","weekday",35.36,2,"Male","Credit card","Vietnamese","09:14","01/24/2017",30
5233,"Bread","morning","weekday",1.61,4,"female","Cash","Germany","09:20","01/24/2017",18
5234,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","American","10:00","01/24/2017",18
5234,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","American","10:00","01/24/2017",18
5235,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:24","01/24/2017",28
5236,"Coffee","morning","weekday",19.73,3,"female","Cash","Korean","10:42","01/24/2017",25
5237,"Coffee","morning","weekday",19.73,3,"female","Cash","Germany","10:50","01/24/2017",24
5238,"Bread","morning","weekday",1.61,4,"Male","Online Wallet","Germany","10:53","01/24/2017",27
5238,"Cookies","morning","weekday",5.51,4,"Male","Online Wallet","Germany","10:53","01/24/2017",27
5239,"Scandinavian","morning","weekday",39.34,2,"Male","Credit card","Vietnamese","11:04","01/24/2017",19
5240,"Scandinavian","morning","weekday",39.34,2,"female","Cash","Korean","11:04","01/24/2017",23
5241,"Scandinavian","morning","weekday",39.34,2,"Male","Credit card","Vietnamese","11:05","01/24/2017",16
5242,"Farm House","morning","weekday",40.82,1,"Male","Credit card","Vietnamese","11:13","01/24/2017",25
5243,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:16","01/24/2017",30
5243,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:16","01/24/2017",30
5244,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:19","01/24/2017",24
5245,"Farm House","morning","weekday",40.82,1,"Male","Credit card","Vietnamese","11:21","01/24/2017",20
5247,"Coffee","morning","weekday",19.73,3,"female","Cash","Korean","11:36","01/24/2017",18
5247,"Vegan mincepie","morning","weekday",15.76,3,"female","Cash","Korean","11:36","01/24/2017",18
5248,"Coffee","morning","weekday",19.73,3,"Male","Cash","Korean","11:37","01/24/2017",25
5249,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:38","01/24/2017",18
5249,"Medialuna","morning","weekday",43.23,1,"Male","Credit card","Vietnamese","11:38","01/24/2017",18
5249,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:38","01/24/2017",18
5250,"Muffin","morning","weekday",7.18,4,"Male","Credit card","Vietnamese","11:53","01/24/2017",22
5250,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","11:53","01/24/2017",22
5250,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:53","01/24/2017",22
5250,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","11:53","01/24/2017",22
5251,"Cake","morning","weekday",20.24,2,"female","Cash","Korean","11:56","01/24/2017",18
5252,"Chicken Stew","afternoon","weekday",8,4,"Male","Cash","Germany","12:00","01/24/2017",24
5253,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:06","01/24/2017",21
5254,"Soup","afternoon","weekday",42.55,1,"Male","Online Wallet","American","12:09","01/24/2017",25
5255,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:13","01/24/2017",20
5255,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:13","01/24/2017",20
5255,"Salad","afternoon","weekday",NA,NA,"Male","Credit card","Vietnamese","12:13","01/24/2017",20
5255,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Credit card","Vietnamese","12:13","01/24/2017",20
5256,"Coke","afternoon","weekday",45.97,1,"Male","Credit card","Vietnamese","12:15","01/24/2017",23
5257,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:20","01/24/2017",29
5258,"Chicken Stew","afternoon","weekday",8,4,"Male","Credit card","Vietnamese","12:24","01/24/2017",19
5259,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:30","01/24/2017",19
5260,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:38","01/24/2017",25
5260,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:38","01/24/2017",25
5260,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","12:38","01/24/2017",25
5260,"Art Tray","afternoon","weekday",35.66,2,"Male","Credit card","Vietnamese","12:38","01/24/2017",25
5261,"Bread","afternoon","weekday",1.61,4,"Male","Cash","Germany","12:43","01/24/2017",18
5261,"Focaccia","afternoon","weekday",35.36,2,"Male","Cash","Germany","12:43","01/24/2017",18
5261,"Medialuna","afternoon","weekday",43.23,1,"Male","Cash","Germany","12:43","01/24/2017",18
5261,"Cookies","afternoon","weekday",5.51,4,"Male","Cash","Germany","12:43","01/24/2017",18
5261,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","Germany","12:43","01/24/2017",18
5262,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:46","01/24/2017",16
5263,"Soup","afternoon","weekday",42.55,1,"Male","Online Wallet","Korean","13:06","01/24/2017",19
5264,"Chicken Stew","afternoon","weekday",8,4,"Male","Cash","Korean","13:14","01/24/2017",20
5264,"Art Tray","afternoon","weekday",35.66,2,"Male","Cash","Korean","13:14","01/24/2017",20
5264,"Pastry","afternoon","weekday",14.94,3,"Male","Cash","Korean","13:14","01/24/2017",20
5264,"Truffles","afternoon","weekday",42.66,1,"Male","Cash","Korean","13:14","01/24/2017",20
5264,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","Korean","13:14","01/24/2017",20
5264,"Coke","afternoon","weekday",45.97,1,"Male","Cash","Korean","13:14","01/24/2017",20
5264,"Bread","afternoon","weekday",1.61,4,"Male","Cash","Korean","13:14","01/24/2017",20
5265,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:17","01/24/2017",22
5265,"Focaccia","afternoon","weekday",35.36,2,"Male","Credit card","Vietnamese","13:17","01/24/2017",22
5267,"Frittata","afternoon","weekday",33.08,2,"Male","Online Wallet","Korean","13:23","01/24/2017",22
5267,"Tea","afternoon","weekday",26.05,2,"Male","Online Wallet","Korean","13:23","01/24/2017",22
5268,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:24","01/24/2017",24
5268,"Chicken Stew","afternoon","weekday",8,4,"Male","Credit card","Vietnamese","13:24","01/24/2017",24
5268,"Art Tray","afternoon","weekday",35.66,2,"Male","Credit card","Vietnamese","13:24","01/24/2017",24
5269,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:27","01/24/2017",27
5269,"Scandinavian","afternoon","weekday",39.34,2,"Male","Credit card","Vietnamese","13:27","01/24/2017",27
5271,"Tea","afternoon","weekday",26.05,2,"Male","Online Wallet","Korean","13:32","01/24/2017",27
5271,"Tea","afternoon","weekday",26.05,2,"Male","Online Wallet","Korean","13:32","01/24/2017",27
5271,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Online Wallet","Korean","13:32","01/24/2017",27
5271,"Salad","afternoon","weekday",NA,NA,"Male","Online Wallet","Korean","13:32","01/24/2017",27
5272,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","13:45","01/24/2017",30
5273,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","American","13:50","01/24/2017",27
5273,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","American","13:50","01/24/2017",27
5273,"Hot chocolate","afternoon","weekday",20.12,2,"Male","Cash","American","13:50","01/24/2017",27
5274,"Spanish Brunch","afternoon","weekday",47.45,1,"Male","Credit card","Vietnamese","13:52","01/24/2017",25
5274,"Juice","afternoon","weekday",28.3,2,"Male","Credit card","Vietnamese","13:52","01/24/2017",25
5274,"Truffles","afternoon","weekday",42.66,1,"Male","Credit card","Vietnamese","13:52","01/24/2017",25
5275,"Coffee","afternoon","weekday",19.73,3,"female","Cash","Korean","14:07","01/24/2017",27
5275,"Pastry","afternoon","weekday",14.94,3,"female","Cash","Korean","14:07","01/24/2017",27
5276,"Cake","afternoon","weekday",20.24,2,"Male","Online Wallet","American","14:12","01/24/2017",24
5277,"Fudge","afternoon","weekday",32.91,2,"Male","Credit card","Vietnamese","14:20","01/24/2017",20
5277,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","14:20","01/24/2017",20
5278,"Muffin","afternoon","weekday",7.18,4,"Male","Cash","Korean","14:25","01/24/2017",17
5278,"Cookies","afternoon","weekday",5.51,4,"Male","Cash","Korean","14:25","01/24/2017",17
5279,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:49","01/24/2017",29
5279,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:49","01/24/2017",29
5280,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:03","01/24/2017",25
5281,"Coffee","afternoon","weekday",19.73,3,"female","Cash","Germany","15:08","01/24/2017",26
5281,"Cake","afternoon","weekday",20.24,2,"female","Cash","Germany","15:08","01/24/2017",26
5282,"Tea","afternoon","weekday",26.05,2,"Male","Cash","Germany","15:25","01/24/2017",17
5282,"Chicken Stew","afternoon","weekday",8,4,"Male","Cash","Germany","15:25","01/24/2017",17
5283,"Bread","afternoon","weekday",1.61,4,"female","Cash","Germany","16:08","01/24/2017",22
5283,"Coffee","afternoon","weekday",19.73,3,"female","Cash","Germany","16:08","01/24/2017",22
5283,"Cake","afternoon","weekday",20.24,2,"female","Cash","Germany","16:08","01/24/2017",22
5284,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","16:18","01/24/2017",29
5284,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","16:18","01/24/2017",29
5285,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","16:23","01/24/2017",29
5286,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","16:29","01/24/2017",26
5286,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","16:29","01/24/2017",26
5287,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","16:40","01/24/2017",20
5287,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","16:40","01/24/2017",20
5288,"Tea","evening","weekday",26.05,2,"Male","Credit card","Vietnamese","17:09","01/24/2017",29
5288,"Cake","evening","weekday",20.24,2,"Male","Credit card","Vietnamese","17:09","01/24/2017",29
5289,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:40","01/25/2017",25
5290,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:47","01/25/2017",28
5291,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","08:50","01/25/2017",17
5291,"Toast","morning","weekday",31.53,2,"Male","Credit card","Vietnamese","08:50","01/25/2017",17
5292,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","08:53","01/25/2017",18
5293,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","09:21","01/25/2017",23
5293,"Medialuna","morning","weekday",43.23,1,"Male","Credit card","Vietnamese","09:21","01/25/2017",23
5294,"Eggs","morning","weekday",27.48,2,"female","Online Wallet","Korean","09:44","01/25/2017",27
5294,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","Korean","09:44","01/25/2017",27
5294,"Pastry","morning","weekday",14.94,3,"female","Online Wallet","Korean","09:44","01/25/2017",27
5295,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","09:47","01/25/2017",20
5296,"Scandinavian","morning","weekday",39.34,2,"Male","Credit card","Vietnamese","10:51","01/25/2017",28
5296,"Cookies","morning","weekday",5.51,4,"Male","Credit card","Vietnamese","10:51","01/25/2017",28
5297,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:53","01/25/2017",29
5298,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:54","01/25/2017",23
5299,"Bread","morning","weekday",1.61,4,"female","Online Wallet","Korean","10:59","01/25/2017",19
5300,"Medialuna","morning","weekday",43.23,1,"female","Online Wallet","American","11:18","01/25/2017",19
5301,"Farm House","morning","weekday",40.82,1,"female","Cash","Korean","11:26","01/25/2017",29
5302,"Baguette","morning","weekday",40.95,1,"Male","Online Wallet","American","11:27","01/25/2017",28
5302,"Bread","morning","weekday",1.61,4,"Male","Online Wallet","American","11:27","01/25/2017",28
5303,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:30","01/25/2017",22
5304,"Baguette","morning","weekday",40.95,1,"Male","Credit card","Vietnamese","11:31","01/25/2017",17
5305,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","12:05","01/25/2017",30
5306,"Tea","afternoon","weekday",26.05,2,"female","Cash","Korean","12:11","01/25/2017",17
5307,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:36","01/25/2017",25
5307,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:36","01/25/2017",25
5307,"Cookies","afternoon","weekday",5.51,4,"Male","Credit card","Vietnamese","12:36","01/25/2017",25
5307,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","12:36","01/25/2017",25
5308,"Bread","afternoon","weekday",1.61,4,"Male","Cash","Germany","12:41","01/25/2017",21
5309,"Bread","afternoon","weekday",1.61,4,"Male","Online Wallet","Germany","12:43","01/25/2017",16
5310,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:49","01/25/2017",22
5310,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:49","01/25/2017",22
5310,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","12:49","01/25/2017",22
5310,"Chicken Stew","afternoon","weekday",8,4,"Male","Credit card","Vietnamese","12:49","01/25/2017",22
5311,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","12:54","01/25/2017",17
5311,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:54","01/25/2017",17
5311,"Coke","afternoon","weekday",45.97,1,"Male","Credit card","Vietnamese","12:54","01/25/2017",17
5312,"Sandwich","afternoon","weekday",10.13,3,"female","Cash","Germany","12:56","01/25/2017",25
5313,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","12:57","01/25/2017",21
5314,"Coffee","afternoon","weekday",19.73,3,"female","Cash","Germany","13:07","01/25/2017",16
5315,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","13:49","01/25/2017",16
5316,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","13:54","01/25/2017",25
5316,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","13:54","01/25/2017",25
5316,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:54","01/25/2017",25
5317,"Hot chocolate","afternoon","weekday",20.12,2,"Male","Credit card","Vietnamese","14:10","01/25/2017",17
5317,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:10","01/25/2017",17
5318,"Tea","afternoon","weekday",26.05,2,"female","Cash","American","14:38","01/25/2017",24
5318,"The Nomad","afternoon","weekday",31.25,2,"female","Cash","American","14:38","01/25/2017",24
5318,"Cake","afternoon","weekday",20.24,2,"female","Cash","American","14:38","01/25/2017",24
5319,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:39","01/25/2017",16
5319,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","14:39","01/25/2017",16
5319,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","14:39","01/25/2017",16
5320,"Tea","afternoon","weekday",26.05,2,"Male","Online Wallet","Korean","14:41","01/25/2017",24
5320,"Soup","afternoon","weekday",42.55,1,"Male","Online Wallet","Korean","14:41","01/25/2017",24
5320,"Sandwich","afternoon","weekday",10.13,3,"Male","Online Wallet","Korean","14:41","01/25/2017",24
5320,"Medialuna","afternoon","weekday",43.23,1,"Male","Online Wallet","Korean","14:41","01/25/2017",24
5321,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","American","14:57","01/25/2017",16
5321,"Tea","afternoon","weekday",26.05,2,"Male","Cash","American","14:57","01/25/2017",16
5321,"Cake","afternoon","weekday",20.24,2,"Male","Cash","American","14:57","01/25/2017",16
5322,"Sandwich","afternoon","weekday",10.13,3,"female","Cash","American","14:59","01/25/2017",25
5323,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","15:18","01/25/2017",29
5324,"Coke","afternoon","weekday",45.97,1,"Male","Cash","Korean","15:19","01/25/2017",25
5325,"Bread","afternoon","weekday",1.61,4,"female","Cash","Germany","15:21","01/25/2017",26
5326,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","15:28","01/25/2017",29
5327,"Juice","afternoon","weekday",28.3,2,"Male","Credit card","Vietnamese","15:29","01/25/2017",27
5327,"Cake","afternoon","weekday",20.24,2,"Male","Credit card","Vietnamese","15:29","01/25/2017",27
5328,"Cake","afternoon","weekday",20.24,2,"female","Online Wallet","Korean","15:58","01/25/2017",17
5328,"Coffee","afternoon","weekday",19.73,3,"female","Online Wallet","Korean","15:58","01/25/2017",17
5329,"Muffin","afternoon","weekday",7.18,4,"Male","Online Wallet","American","16:33","01/25/2017",27
5336,"Bread","morning","weekday",1.61,4,"female","Online Wallet","American","08:45","01/26/2017",24
5337,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","08:54","01/26/2017",18
