"Transaction","Item","period_day","weekday_weekend","Price","TotalNumber","Gender","Payment","Nationality","Age"
4334,10,0,1,26.05,2,0,2,4,30
4334,3,0,1,20.12,2,0,2,4,30
4334,7,0,1,19.73,3,0,2,4,30
4334,61,0,1,40.83,1,0,2,4,30
4334,30,0,1,10.13,3,0,2,4,30
4335,7,0,1,19.73,3,0,2,4,25
4335,10,0,1,26.05,2,0,2,4,25
4336,2,0,1,39.34,2,1,1,1,16
4337,10,0,1,26.05,2,1,1,1,18
4337,7,0,1,19.73,3,1,1,1,18
4337,19,0,1,33.08,2,1,1,1,18
4338,7,0,1,19.73,3,1,1,1,26
4338,7,0,1,19.73,3,1,1,1,26
4338,19,0,1,33.08,2,1,1,1,26
4338,6,0,1,7.18,4,1,1,1,26
4338,2,0,1,39.34,2,1,1,1,26
4339,7,0,1,19.73,3,0,2,2,25
4340,10,0,1,26.05,2,1,1,1,18
4340,1,0,1,1.61,4,1,1,1,18
4341,30,0,1,10.13,3,1,2,4,17
4341,7,0,1,19.73,3,1,2,4,17
4341,7,0,1,19.73,3,1,2,4,17
4341,6,0,1,7.18,4,1,2,4,17
4341,52,0,1,46.64,1,1,2,4,17
4341,15,0,1,32.91,2,1,2,4,17
4341,1,0,1,1.61,4,1,2,4,17
4342,7,0,1,19.73,3,0,3,2,26
4342,7,0,1,19.73,3,0,3,2,26
4343,29,0,1,35.36,2,1,3,2,23
4344,1,0,1,1.61,4,1,1,1,26
4344,45,0,1,42.66,1,1,1,1,26
4344,6,0,1,7.18,4,1,1,1,26
4345,7,0,1,19.73,3,1,1,1,22
4346,61,0,1,40.83,1,1,1,1,16
4346,19,0,1,33.08,2,1,1,1,16
4346,10,0,1,26.05,2,1,1,1,16
4346,1,0,1,1.61,4,1,1,1,16
4347,10,0,1,26.05,2,1,1,1,26
4347,45,0,1,42.66,1,1,1,1,26
4347,30,0,1,10.13,3,1,1,1,26
4348,1,0,1,1.61,4,1,1,1,23
4348,10,0,1,26.05,2,1,1,1,23
4349,10,0,1,26.05,2,1,1,1,18
4349,1,0,1,1.61,4,1,1,1,18
4350,7,0,1,19.73,3,1,1,1,26
4350,3,0,1,20.12,2,1,1,1,26
4350,1,0,1,1.61,4,1,1,1,26
4350,24,0,1,20.24,2,1,1,1,26
4350,30,0,1,10.13,3,1,1,1,26
4351,7,0,1,19.73,3,1,1,1,23
4352,1,0,1,1.61,4,1,1,1,16
4352,7,0,1,19.73,3,1,1,1,16
4352,7,0,1,19.73,3,1,1,1,16
4353,30,0,1,10.13,3,1,1,1,28
4354,10,0,1,26.05,2,1,2,2,21
4354,7,0,1,19.73,3,1,2,2,21
4354,53,0,1,29.73,2,1,2,2,21
4354,61,0,1,40.83,1,1,2,2,21
4355,61,0,1,40.83,1,1,1,1,17
4356,61,0,1,40.83,1,1,1,1,21
4356,14,0,1,40.82,1,1,1,1,21
4357,7,0,1,19.73,3,1,1,1,16
4357,7,0,1,19.73,3,1,1,1,16
4357,24,0,1,20.24,2,1,1,1,16
4358,10,0,1,26.05,2,1,1,1,25
4358,1,0,1,1.61,4,1,1,1,25
4359,24,0,1,20.24,2,1,1,1,24
4360,1,0,1,1.61,4,1,1,1,21
4360,7,0,1,19.73,3,1,1,1,21
4361,45,0,1,42.66,1,1,3,2,21
4361,60,0,1,31.53,2,1,3,2,21
4361,19,0,1,33.08,2,1,3,2,21
4362,1,1,1,1.61,4,1,1,1,18
4362,8,1,1,14.94,3,1,1,1,18
4363,9,1,1,43.23,1,1,1,1,20
4363,7,1,1,19.73,3,1,1,1,20
4364,9,1,1,43.23,1,1,1,1,30
4364,8,1,1,14.94,3,1,1,1,30
4365,1,1,1,1.61,4,0,3,4,22
4366,1,1,1,1.61,4,0,2,3,29
4366,7,1,1,19.73,3,0,2,3,29
4366,9,1,1,43.23,1,0,2,3,29
4367,1,1,1,1.61,4,1,2,4,26
4368,7,1,1,19.73,3,1,3,4,23
4368,53,1,1,29.73,2,1,3,4,23
4369,1,1,1,1.61,4,1,1,1,29
4370,1,1,1,1.61,4,1,1,1,30
4371,1,1,1,1.61,4,1,1,1,21
4371,7,1,1,19.73,3,1,1,1,21
4371,9,1,1,43.23,1,1,1,1,21
4372,10,0,1,26.05,2,1,1,1,26
4372,65,0,1,38.93,2,1,1,1,26
4372,1,0,1,1.61,4,1,1,1,26
4373,2,0,1,39.34,2,1,1,1,29
4374,7,0,1,19.73,3,0,3,4,26
4374,3,0,1,20.12,2,0,3,4,26
4374,53,0,1,29.73,2,0,3,4,26
4374,1,0,1,1.61,4,0,3,4,26
4375,7,0,1,19.73,3,1,1,1,30
4376,10,0,1,26.05,2,1,1,1,29
4376,23,0,1,24.22,2,1,1,1,29
4376,30,0,1,10.13,3,1,1,1,29
4377,53,0,1,29.73,2,1,2,2,22
4377,1,0,1,1.61,4,1,2,2,22
4377,23,0,1,24.22,2,1,2,2,22
4377,7,0,1,19.73,3,1,2,2,22
4377,52,0,1,46.64,1,1,2,2,22
4377,30,0,1,10.13,3,1,2,2,22
4378,7,0,1,19.73,3,1,1,1,26
4378,1,0,1,1.61,4,1,1,1,26
4379,7,0,1,19.73,3,0,3,2,21
4379,7,0,1,19.73,3,0,3,2,21
4379,30,0,1,10.13,3,0,3,2,21
4379,30,0,1,10.13,3,0,3,2,21
4380,1,0,1,1.61,4,0,3,3,24
4381,1,0,1,1.61,4,1,1,1,30
4382,7,0,1,19.73,3,1,1,1,23
4383,1,0,1,1.61,4,1,2,3,22
4384,7,0,1,19.73,3,1,1,1,23
4385,63,0,1,15.76,3,1,1,1,16
4385,52,0,1,46.64,1,1,1,1,16
4385,24,0,1,20.24,2,1,1,1,16
4385,53,0,1,29.73,2,1,1,1,16
4386,14,0,1,40.82,1,1,1,1,27
4387,56,0,1,31.25,2,1,1,1,24
4387,10,0,1,26.05,2,1,1,1,24
4388,1,0,1,1.61,4,0,2,4,16
4389,7,0,1,19.73,3,1,1,1,28
4389,7,0,1,19.73,3,1,1,1,28
4389,3,0,1,20.12,2,1,1,1,28
4389,3,0,1,20.12,2,1,1,1,28
4389,5,0,1,5.51,4,1,1,1,28
4389,30,0,1,10.13,3,1,1,1,28
4390,7,0,1,19.73,3,1,1,1,18
4391,7,0,1,19.73,3,1,1,1,18
4391,24,0,1,20.24,2,1,1,1,18
4392,7,0,1,19.73,3,1,3,3,26
4392,45,0,1,42.66,1,1,3,3,26
4392,56,0,1,31.25,2,1,3,3,26
4392,6,0,1,7.18,4,1,3,3,26
4393,56,0,1,31.25,2,1,1,1,28
4393,19,0,1,33.08,2,1,1,1,28
4393,30,0,1,10.13,3,1,1,1,28
4393,7,0,1,19.73,3,1,1,1,28
4393,7,0,1,19.73,3,1,1,1,28
4393,1,0,1,1.61,4,1,1,1,28
4394,7,0,1,19.73,3,1,1,1,20
4394,7,0,1,19.73,3,1,1,1,20
4395,7,0,1,19.73,3,1,2,4,21
4395,7,0,1,19.73,3,1,2,4,21
4396,1,0,1,1.61,4,1,3,2,23
4396,30,0,1,10.13,3,1,3,2,23
4397,7,0,1,19.73,3,0,3,4,30
4397,7,0,1,19.73,3,0,3,4,30
4398,7,0,1,19.73,3,1,1,1,19
4398,1,0,1,1.61,4,1,1,1,19
4398,24,0,1,20.24,2,1,1,1,19
4398,53,0,1,29.73,2,1,1,1,19
4399,53,0,1,29.73,2,1,1,1,23
4399,6,0,1,7.18,4,1,1,1,23
4399,56,0,1,31.25,2,1,1,1,23
4399,45,0,1,42.66,1,1,1,1,23
4399,1,0,1,1.61,4,1,1,1,23
4400,10,0,1,26.05,2,1,1,1,22
4401,16,0,1,28.3,2,1,1,1,19
4402,1,0,1,1.61,4,1,1,1,28
4402,63,0,1,15.76,3,1,1,1,28
4403,1,0,1,1.61,4,1,1,1,21
4403,7,0,1,19.73,3,1,1,1,21
4403,9,0,1,43.23,1,1,1,1,21
4403,20,0,1,13.42,3,1,1,1,21
4403,1,0,1,1.61,4,1,1,1,21
4404,10,0,1,26.05,2,1,1,1,20
4404,3,0,1,20.12,2,1,1,1,20
4405,71,0,1,23.22,2,1,1,1,25
4406,1,1,2,1.61,4,1,1,1,29
4407,7,1,2,19.73,3,0,2,2,24
4408,1,1,2,1.61,4,1,1,1,23
4409,1,1,2,1.61,4,1,1,1,28
4410,10,1,2,26.05,2,1,1,1,22
4411,16,1,2,28.3,2,1,3,3,17
4411,8,1,2,14.94,3,1,3,3,17
4412,7,1,2,19.73,3,1,3,4,17
4413,7,1,2,19.73,3,1,1,1,20
4414,1,1,2,1.61,4,1,2,4,28
4415,7,1,2,19.73,3,0,3,2,18
4415,60,1,2,31.53,2,0,3,2,18
4415,5,1,2,5.51,4,0,3,2,18
4415,7,1,2,19.73,3,0,3,2,18
4416,1,1,2,1.61,4,0,2,3,16
4417,7,1,2,19.73,3,1,3,4,19
4417,7,1,2,19.73,3,1,3,4,19
4417,8,1,2,14.94,3,1,3,4,19
4417,9,1,2,43.23,1,1,3,4,19
4418,7,1,2,19.73,3,0,3,2,29
4418,7,1,2,19.73,3,0,3,2,29
4418,6,1,2,7.18,4,0,3,2,29
4419,7,1,2,19.73,3,1,1,1,21
4420,1,1,2,1.61,4,1,1,1,21
4420,61,1,2,40.83,1,1,1,1,21
4421,6,1,2,7.18,4,1,2,4,17
4421,7,1,2,19.73,3,1,2,4,17
4421,7,1,2,19.73,3,1,2,4,17
4422,1,1,2,1.61,4,1,1,1,26
4423,7,1,2,19.73,3,1,1,1,27
4423,10,1,2,26.05,2,1,1,1,27
4424,16,1,2,28.3,2,0,3,2,30
4424,8,1,2,14.94,3,0,3,2,30
4424,9,1,2,43.23,1,0,3,2,30
4425,8,1,2,14.94,3,1,1,1,19
4425,7,1,2,19.73,3,1,1,1,19
4426,7,1,2,19.73,3,1,1,1,23
4426,7,1,2,19.73,3,1,1,1,23
4426,5,1,2,5.51,4,1,1,1,23
4426,61,1,2,40.83,1,1,1,1,23
4427,10,1,2,26.05,2,1,1,1,28
4427,7,1,2,19.73,3,1,1,1,28
4428,7,1,2,19.73,3,1,1,1,17
4429,14,1,2,40.82,1,0,3,3,28
4429,14,1,2,40.82,1,0,3,3,28
4430,9,0,2,43.23,1,0,3,2,24
4430,27,0,2,45.97,1,0,3,2,24
4430,16,0,2,28.3,2,0,3,2,24
4431,7,0,2,19.73,3,1,1,1,22
4432,7,0,2,19.73,3,0,2,2,23
4433,7,0,2,19.73,3,1,2,2,28
4433,10,0,2,26.05,2,1,2,2,28
4433,24,0,2,20.24,2,1,2,2,28
4434,7,0,2,19.73,3,1,1,1,22
4435,30,0,2,10.13,3,0,3,4,19
4435,7,0,2,19.73,3,0,3,4,19
4435,61,0,2,40.83,1,0,3,4,19
4436,10,0,2,26.05,2,1,1,1,20
4436,60,0,2,31.53,2,1,1,1,20
4437,7,0,2,19.73,3,1,1,1,28
4438,1,0,2,1.61,4,1,2,3,29
4439,14,0,2,40.82,1,1,1,1,23
4440,10,0,2,26.05,2,1,1,1,24
4440,52,0,2,46.64,1,1,1,1,24
4440,61,0,2,40.83,1,1,1,1,24
4441,7,0,2,19.73,3,1,3,2,25
4441,61,0,2,40.83,1,1,3,2,25
4442,56,0,2,31.25,2,0,3,3,20
4442,24,0,2,20.24,2,0,3,3,20
4443,7,0,2,19.73,3,1,1,1,21
4443,7,0,2,19.73,3,1,1,1,21
4443,9,0,2,43.23,1,1,1,1,21
4443,24,0,2,20.24,2,1,1,1,21
4444,52,0,2,46.64,1,1,3,2,19
4444,14,0,2,40.82,1,1,3,2,19
4445,7,0,2,19.73,3,0,2,4,25
4445,1,0,2,1.61,4,0,2,4,25
4445,10,0,2,26.05,2,0,2,4,25
4446,1,0,2,1.61,4,0,3,2,28
4446,10,0,2,26.05,2,0,3,2,28
4447,10,0,2,26.05,2,1,1,1,17
4447,5,0,2,5.51,4,1,1,1,17
4448,1,1,2,1.61,4,1,2,3,24
4449,7,1,2,19.73,3,1,2,2,24
4450,1,1,2,1.61,4,1,2,3,29
4451,14,1,2,40.82,1,1,1,1,25
4451,7,1,2,19.73,3,1,1,1,25
4452,14,1,2,40.82,1,1,1,1,20
4453,10,1,2,26.05,2,1,3,2,20
4453,5,1,2,5.51,4,1,3,2,20
4454,7,1,2,19.73,3,1,1,1,28
4455,1,1,2,1.61,4,1,1,1,22
4456,3,1,2,20.12,2,1,2,2,22
4456,8,1,2,14.94,3,1,2,2,22
4456,1,1,2,1.61,4,1,2,2,22
4457,7,1,2,19.73,3,1,1,1,27
4457,24,1,2,20.24,2,1,1,1,27
4458,10,1,2,26.05,2,1,1,1,30
4459,1,1,2,1.61,4,1,1,1,26
4460,1,1,2,1.61,4,1,1,1,30
4461,7,1,2,19.73,3,1,1,1,28
4461,61,1,2,40.83,1,1,1,1,28
4462,61,1,2,40.83,1,1,1,1,20
4462,7,1,2,19.73,3,1,1,1,20
4463,7,1,2,19.73,3,1,1,1,17
4464,14,0,2,40.82,1,1,1,1,29
4464,2,0,2,39.34,2,1,1,1,29
4464,7,0,2,19.73,3,1,1,1,29
4464,60,0,2,31.53,2,1,1,1,29
4464,24,0,2,20.24,2,1,1,1,29
4465,7,0,2,19.73,3,1,3,3,18
4465,1,0,2,1.61,4,1,3,3,18
4468,7,0,2,19.73,3,1,3,4,27
4468,14,0,2,40.82,1,1,3,4,27
4471,30,0,2,10.13,3,0,3,2,30
4471,10,0,2,26.05,2,0,3,2,30
4472,6,0,2,7.18,4,0,2,3,28
4475,30,0,2,10.13,3,0,2,3,29
4475,7,0,2,19.73,3,0,2,3,29
4475,61,0,2,40.83,1,0,2,3,29
4476,14,0,2,40.82,1,1,1,1,21
4477,30,0,2,10.13,3,1,1,1,22
4478,7,0,2,19.73,3,1,1,1,18
4478,1,0,2,1.61,4,1,1,1,18
4479,10,0,2,26.05,2,1,2,4,26
4479,10,0,2,26.05,2,1,2,4,26
4480,30,0,2,10.13,3,1,1,1,16
4482,27,0,2,45.97,1,1,1,1,19
4483,52,0,2,46.64,1,0,3,4,17
4484,61,0,2,40.83,1,1,1,1,18
4484,6,0,2,7.18,4,1,1,1,18
4484,8,0,2,14.94,3,1,1,1,18
4484,19,0,2,33.08,2,1,1,1,18
4485,24,0,2,20.24,2,1,1,1,24
4486,8,0,2,14.94,3,1,3,4,24
4486,7,0,2,19.73,3,1,3,4,24
4487,24,0,2,20.24,2,1,3,4,27
4487,24,0,2,20.24,2,1,3,4,27
4489,20,0,2,13.42,3,1,1,1,24
4489,7,0,2,19.73,3,1,1,1,24
4489,10,0,2,26.05,2,1,1,1,24
4490,15,0,2,32.91,2,1,1,1,23
4490,1,0,2,1.61,4,1,1,1,23
4491,7,0,2,19.73,3,1,1,1,20
4492,1,0,2,1.61,4,1,1,1,21
4493,7,0,2,19.73,3,1,1,1,22
4493,24,0,2,20.24,2,1,1,1,22
4494,7,0,2,19.73,3,1,1,1,24
4495,7,0,2,19.73,3,1,1,1,30
4496,10,0,2,26.05,2,1,2,2,29
4497,1,0,2,1.61,4,1,1,1,20
4498,1,0,2,1.61,4,1,1,1,30
4499,1,0,2,1.61,4,1,1,1,23
4500,60,1,2,31.53,2,1,3,2,17
4500,7,1,2,19.73,3,1,3,2,17
4500,7,1,2,19.73,3,1,3,2,17
4500,6,1,2,7.18,4,1,3,2,17
4501,9,1,2,43.23,1,1,1,1,22
4501,9,1,2,43.23,1,1,1,1,22
4501,3,1,2,20.12,2,1,1,1,22
4501,7,1,2,19.73,3,1,1,1,22
4502,1,1,2,1.61,4,1,1,1,26
4503,1,1,2,1.61,4,1,1,1,18
4503,8,1,2,14.94,3,1,1,1,18
4504,1,1,2,1.61,4,1,3,2,21
4505,7,1,2,19.73,3,1,1,1,22
4506,10,1,2,26.05,2,0,2,4,16
4506,30,1,2,10.13,3,0,2,4,16
4507,7,1,2,19.73,3,0,3,2,24
4508,9,1,2,43.23,1,1,1,1,29
4508,7,1,2,19.73,3,1,1,1,29
4508,14,1,2,40.82,1,1,1,1,29
4509,7,1,2,19.73,3,1,1,1,17
4509,6,1,2,7.18,4,1,1,1,17
4510,3,1,2,20.12,2,1,1,1,23
4510,7,1,2,19.73,3,1,1,1,23
4511,7,1,2,19.73,3,1,1,1,26
4512,10,1,2,26.05,2,0,2,4,16
4512,60,1,2,31.53,2,0,2,4,16
4512,53,1,2,29.73,2,0,2,4,16
4512,6,1,2,7.18,4,0,2,4,16
4513,5,1,2,5.51,4,1,1,1,26
4513,1,1,2,1.61,4,1,1,1,26
4513,14,1,2,40.82,1,1,1,1,26
4514,1,1,2,1.61,4,1,2,4,30
4515,37,1,2,28.57,2,1,1,1,17
4516,61,1,2,40.83,1,1,1,1,30
4516,7,1,2,19.73,3,1,1,1,30
4516,7,1,2,19.73,3,1,1,1,30
4517,1,1,2,1.61,4,1,1,1,19
4518,7,1,2,19.73,3,1,2,2,19
4518,9,1,2,43.23,1,1,2,2,19
4519,7,1,2,19.73,3,1,1,1,25
4519,7,1,2,19.73,3,1,1,1,25
4519,8,1,2,14.94,3,1,1,1,25
4519,6,1,2,7.18,4,1,1,1,25
4520,3,1,2,20.12,2,0,3,2,16
4520,7,1,2,19.73,3,0,3,2,16
4521,1,1,2,1.61,4,1,1,1,29
4522,1,1,2,1.61,4,1,1,1,20
4524,1,1,2,1.61,4,1,1,1,27
4524,7,1,2,19.73,3,1,1,1,27
4525,1,1,2,1.61,4,0,2,3,19
4527,7,0,2,19.73,3,1,1,1,19
4527,20,0,2,13.42,3,1,1,1,19
4528,1,0,2,1.61,4,1,1,1,18
4529,7,0,2,19.73,3,0,2,4,29
4529,7,0,2,19.73,3,0,2,4,29
4529,41,0,2,35.66,2,0,2,4,29
4529,30,0,2,10.13,3,0,2,4,29
4529,1,0,2,1.61,4,0,2,4,29
4530,1,0,2,1.61,4,1,2,2,23
4530,24,0,2,20.24,2,1,2,2,23
4531,6,0,2,7.18,4,1,1,1,17
4531,31,0,2,13.64,3,1,1,1,17
4531,53,0,2,29.73,2,1,1,1,17
4531,10,0,2,26.05,2,1,1,1,17
4532,7,0,2,19.73,3,1,1,1,19
4533,2,0,2,39.34,2,0,2,2,18
4534,71,0,2,23.22,2,1,3,4,26
4534,24,0,2,20.24,2,1,3,4,26
4535,1,0,2,1.61,4,1,1,1,19
4536,1,0,2,1.61,4,1,1,1,18
4536,24,0,2,20.24,2,1,1,1,18
4536,7,0,2,19.73,3,1,1,1,18
4536,10,0,2,26.05,2,1,1,1,18
4536,2,0,2,39.34,2,1,1,1,18
4537,2,0,2,39.34,2,1,1,1,26
4539,7,0,2,19.73,3,1,1,1,28
4539,7,0,2,19.73,3,1,1,1,28
4540,1,0,2,1.61,4,1,1,1,16
4540,30,0,2,10.13,3,1,1,1,16
4541,71,0,2,23.22,2,1,1,1,30
4542,24,0,2,20.24,2,1,2,3,30
4543,10,0,2,26.05,2,1,1,1,19
4545,7,0,2,19.73,3,1,1,1,19
4545,24,0,2,20.24,2,1,1,1,19
4546,7,0,2,19.73,3,1,2,4,20
4547,7,0,2,19.73,3,0,3,4,28
4547,1,0,2,1.61,4,0,3,4,28
4547,24,0,2,20.24,2,0,3,4,28
4548,61,0,2,40.83,1,0,2,3,22
4548,7,0,2,19.73,3,0,2,3,22
4549,3,0,2,20.12,2,1,1,1,16
4549,3,0,2,20.12,2,1,1,1,16
4550,10,0,2,26.05,2,1,2,2,28
4550,5,0,2,5.51,4,1,2,2,28
4550,24,0,2,20.24,2,1,2,2,28
4551,7,1,2,19.73,3,1,1,1,21
4552,8,1,2,14.94,3,0,3,4,27
4552,8,1,2,14.94,3,0,3,4,27
4552,10,1,2,26.05,2,0,3,4,27
4552,1,1,2,1.61,4,0,3,4,27
4553,7,1,2,19.73,3,0,3,2,21
4553,60,1,2,31.53,2,0,3,2,21
4554,1,1,2,1.61,4,1,1,1,29
4554,7,1,2,19.73,3,1,1,1,29
4555,7,1,2,19.73,3,1,1,1,23
4556,14,1,2,40.82,1,1,3,4,20
4557,10,1,2,26.05,2,1,1,1,28
4557,7,1,2,19.73,3,1,1,1,28
4558,5,1,2,5.51,4,1,1,1,19
4559,7,1,2,19.73,3,1,1,1,20
4560,1,1,2,1.61,4,1,3,2,29
4561,52,1,2,46.64,1,1,1,1,22
4561,16,1,2,28.3,2,1,1,1,22
4562,1,1,2,1.61,4,0,3,4,24
4563,24,1,2,20.24,2,1,1,1,28
4563,7,1,2,19.73,3,1,1,1,28
4563,10,1,2,26.05,2,1,1,1,28
4564,3,1,2,20.12,2,1,2,3,25
4565,7,1,2,19.73,3,1,1,1,28
4565,31,1,2,13.64,3,1,1,1,28
4565,31,1,2,13.64,3,1,1,1,28
4565,1,1,2,1.61,4,1,1,1,28
4566,53,1,2,29.73,2,1,1,1,25
4566,5,1,2,5.51,4,1,1,1,25
4566,7,1,2,19.73,3,1,1,1,25
4567,52,1,2,46.64,1,1,1,1,25
4568,7,1,2,19.73,3,1,1,1,23
4568,10,1,2,26.05,2,1,1,1,23
4568,24,1,2,20.24,2,1,1,1,23
4568,60,1,2,31.53,2,1,1,1,23
4569,7,1,2,19.73,3,1,1,1,17
4569,7,1,2,19.73,3,1,1,1,17
4570,7,1,2,19.73,3,1,1,1,26
4570,63,1,2,15.76,3,1,1,1,26
4571,1,1,2,1.61,4,1,1,1,25
4571,10,1,2,26.05,2,1,1,1,25
4572,60,1,2,31.53,2,1,1,1,16
4572,7,1,2,19.73,3,1,1,1,16
4572,7,1,2,19.73,3,1,1,1,16
4573,10,1,2,26.05,2,1,1,1,19
4574,7,1,2,19.73,3,1,1,1,17
4575,24,1,2,20.24,2,1,1,1,21
4576,7,1,2,19.73,3,1,3,2,20
4577,1,1,2,1.61,4,1,1,1,28
4578,60,1,2,31.53,2,1,1,1,26
4578,7,1,2,19.73,3,1,1,1,26
4579,5,1,2,5.51,4,1,1,1,23
4581,10,0,2,26.05,2,1,1,1,24
4581,60,0,2,31.53,2,1,1,1,24
4582,14,0,2,40.82,1,1,1,1,22
4583,27,0,2,45.97,1,1,1,1,28
4584,27,0,2,45.97,1,1,2,3,29
4585,1,0,2,1.61,4,1,1,1,28
4586,60,0,2,31.53,2,1,1,1,26
4587,1,0,2,1.61,4,1,1,1,28
4587,53,0,2,29.73,2,1,1,1,28
4587,7,0,2,19.73,3,1,1,1,28
4588,7,0,2,19.73,3,1,1,1,17
4588,52,0,2,46.64,1,1,1,1,17
4588,19,0,2,33.08,2,1,1,1,17
4589,19,0,2,33.08,2,1,2,3,27
4589,7,0,2,19.73,3,1,2,3,27
4589,7,0,2,19.73,3,1,2,3,27
4590,10,0,2,26.05,2,1,2,2,28
4590,1,0,2,1.61,4,1,2,2,28
4591,7,0,2,19.73,3,1,2,4,26
4592,1,0,2,1.61,4,0,3,4,30
4593,10,1,2,26.05,2,1,2,2,20
4594,2,1,2,39.34,2,0,3,3,21
4595,14,1,2,40.82,1,1,1,1,26
4595,3,1,2,20.12,2,1,1,1,26
4595,7,1,2,19.73,3,1,1,1,26
4596,8,1,2,14.94,3,1,1,1,26
4596,2,1,2,39.34,2,1,1,1,26
4597,7,1,2,19.73,3,1,3,2,30
4597,7,1,2,19.73,3,1,3,2,30
4597,60,1,2,31.53,2,1,3,2,30
4597,7,1,2,19.73,3,1,3,2,30
4598,1,1,2,1.61,4,1,1,1,25
4599,7,1,2,19.73,3,1,3,3,18
4599,7,1,2,19.73,3,1,3,3,18
4599,7,1,2,19.73,3,1,3,3,18
4599,24,1,2,20.24,2,1,3,3,18
4599,5,1,2,5.51,4,1,3,3,18
4600,1,1,2,1.61,4,0,3,2,21
4600,60,1,2,31.53,2,0,3,2,21
4601,7,1,2,19.73,3,0,2,2,20
4601,30,1,2,10.13,3,0,2,2,20
4601,1,1,2,1.61,4,0,2,2,20
4602,7,1,2,19.73,3,1,1,1,22
4603,1,1,2,1.61,4,1,1,1,17
4603,2,1,2,39.34,2,1,1,1,17
4604,7,1,2,19.73,3,1,1,1,21
4604,9,1,2,43.23,1,1,1,1,21
4604,31,1,2,13.64,3,1,1,1,21
4605,7,1,2,19.73,3,1,1,1,29
4606,8,1,2,14.94,3,1,1,1,29
4606,7,1,2,19.73,3,1,1,1,29
4607,7,0,2,19.73,3,1,3,2,17
4607,7,0,2,19.73,3,1,3,2,17
4607,16,0,2,28.3,2,1,3,2,17
4608,7,0,2,19.73,3,1,1,1,16
4609,7,0,2,19.73,3,0,2,4,27
4609,1,0,2,1.61,4,0,2,4,27
4609,72,0,2,NA,NA,0,2,4,27
4609,8,0,2,14.94,3,0,2,4,27
4610,7,0,2,19.73,3,1,3,3,26
4611,1,0,2,1.61,4,1,1,1,23
4612,1,0,2,1.61,4,1,1,1,23
4613,3,0,2,20.12,2,1,3,3,29
4614,7,0,2,19.73,3,1,3,2,18
4614,60,0,2,31.53,2,1,3,2,18
4615,30,0,2,10.13,3,1,1,1,16
4616,45,0,2,42.66,1,1,1,1,27
4617,9,0,2,43.23,1,1,1,1,18
4617,24,0,2,20.24,2,1,1,1,18
4617,60,0,2,31.53,2,1,1,1,18
4617,7,0,2,19.73,3,1,1,1,18
4617,7,0,2,19.73,3,1,1,1,18
4618,7,0,2,19.73,3,1,1,1,23
4619,7,0,2,19.73,3,1,1,1,17
4619,24,0,2,20.24,2,1,1,1,17
4619,63,0,2,15.76,3,1,1,1,17
4620,1,0,2,1.61,4,1,1,1,19
4622,14,0,2,40.82,1,1,1,1,29
4623,7,0,2,19.73,3,1,1,1,23
4624,61,0,2,40.83,1,1,3,2,17
4624,10,0,2,26.05,2,1,3,2,17
4624,30,0,2,10.13,3,1,3,2,17
4625,1,0,2,1.61,4,0,3,4,17
4625,7,0,2,19.73,3,0,3,4,17
4626,7,0,2,19.73,3,0,3,2,27
4626,52,0,2,46.64,1,0,3,2,27
4627,10,0,2,26.05,2,1,1,1,18
4627,7,0,2,19.73,3,1,1,1,18
4627,60,0,2,31.53,2,1,1,1,18
4628,10,0,2,26.05,2,1,2,4,25
4628,7,0,2,19.73,3,1,2,4,25
4628,1,0,2,1.61,4,1,2,4,25
4628,72,0,2,NA,NA,1,2,4,25
4628,53,0,2,29.73,2,1,2,4,25
4629,24,0,2,20.24,2,1,1,1,24
4629,8,0,2,14.94,3,1,1,1,24
4629,8,0,2,14.94,3,1,1,1,24
4629,31,0,2,13.64,3,1,1,1,24
4629,31,0,2,13.64,3,1,1,1,24
4629,7,0,2,19.73,3,1,1,1,24
4629,1,0,2,1.61,4,1,1,1,24
4630,7,0,2,19.73,3,1,1,1,25
4630,61,0,2,40.83,1,1,1,1,25
4631,10,0,2,26.05,2,1,1,1,27
4632,33,0,2,44.82,1,1,1,1,19
4632,8,0,2,14.94,3,1,1,1,19
4632,7,0,2,19.73,3,1,1,1,19
4634,1,0,2,1.61,4,1,1,1,29
4635,10,0,2,26.05,2,1,3,4,22
4636,61,0,2,40.83,1,1,1,1,18
4637,1,0,2,1.61,4,1,1,1,22
4638,10,0,2,26.05,2,1,1,1,24
4638,61,0,2,40.83,1,1,1,1,24
4639,7,0,2,19.73,3,0,3,3,22
4639,10,0,2,26.05,2,0,3,3,22
4639,61,0,2,40.83,1,0,3,3,22
4639,24,0,2,20.24,2,0,3,3,22
4640,7,0,2,19.73,3,0,2,4,20
4640,45,0,2,42.66,1,0,2,4,20
4640,24,0,2,20.24,2,0,2,4,20
4640,63,0,2,15.76,3,0,2,4,20
4641,1,0,2,1.61,4,1,1,1,16
4642,3,0,2,20.12,2,1,1,1,17
4642,9,0,2,43.23,1,1,1,1,17
4643,10,0,2,26.05,2,1,1,1,23
4643,3,0,2,20.12,2,1,1,1,23
4643,5,0,2,5.51,4,1,1,1,23
4643,52,0,2,46.64,1,1,1,1,23
4643,1,0,2,1.61,4,1,1,1,23
4644,1,1,1,1.61,4,1,2,4,24
4645,7,1,1,19.73,3,0,2,3,19
